catalog_id,provider,program,mtss_tier,grade_band,grade_level,sequence_type,pathway_or_unit,unit_or_focus_area,lesson_or_item_number,item_title,item_type,recommended_role,default_duration_minutes,casel_competencies,pulse_skill_tags,behavior_support_function,licensed_content_key,implementation_status,source_url,notes
SS-CAT-0042,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 1: Growth Mindset & Goal-Setting,Unit 1: Growth Mindset & Goal-Setting,2,What Mistakes Tell Us,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Growth Mindset & Goal-Setting,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0043,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 1: Growth Mindset & Goal-Setting,Unit 1: Growth Mindset & Goal-Setting,3,Helpful and Unhelpful Thoughts,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Growth Mindset & Goal-Setting,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0044,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 1: Growth Mindset & Goal-Setting,Unit 1: Growth Mindset & Goal-Setting,4,We Can Change Our Thoughts,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Growth Mindset & Goal-Setting,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0045,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 1: Growth Mindset & Goal-Setting,Unit 1: Growth Mindset & Goal-Setting,5,Learn and Get Better,Performance Task,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Growth Mindset & Goal-Setting,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0046,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 2: Emotion Management,Unit 2: Emotion Management,6,Feeling Proud,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Emotion Management,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0047,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 2: Emotion Management,Unit 2: Emotion Management,7,Feeling Disappointed,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Emotion Management,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0048,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 2: Emotion Management,Unit 2: Emotion Management,8,Help Yourself Feel Better,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Emotion Management,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0049,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 2: Emotion Management,Unit 2: Emotion Management,9,Different Feelings,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Emotion Management,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0050,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 2: Emotion Management,Unit 2: Emotion Management,10,How Do You Feel?,Performance Task,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Emotion Management,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0051,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 3: Empathy & Kindness,Unit 3: Empathy & Kindness,11,What’s Empathy?,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Social Awareness, Relationship Skills",SEL; behavior; school climate; Empathy & Kindness,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0052,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 3: Empathy & Kindness,Unit 3: Empathy & Kindness,12,Empathy in Action,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Social Awareness, Relationship Skills",SEL; behavior; school climate; Empathy & Kindness,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0053,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 3: Empathy & Kindness,Unit 3: Empathy & Kindness,13,Having Empathy,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Social Awareness, Relationship Skills",SEL; behavior; school climate; Empathy & Kindness,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0054,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 3: Empathy & Kindness,Unit 3: Empathy & Kindness,14,Empathy at School,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Social Awareness, Relationship Skills",SEL; behavior; school climate; Empathy & Kindness,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0055,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 3: Empathy & Kindness,Unit 3: Empathy & Kindness,15,Empathy and Kindness,Performance Task,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Social Awareness, Relationship Skills",SEL; behavior; school climate; Empathy & Kindness,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0056,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 4: Problem-Solving,Unit 4: Problem-Solving,16,The Way to Say a Problem,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Problem-Solving,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0057,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 4: Problem-Solving,Unit 4: Problem-Solving,17,Thinking of Solutions,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Problem-Solving,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0058,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 4: Problem-Solving,Unit 4: Problem-Solving,18,Which Solution?,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Problem-Solving,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0059,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 4: Problem-Solving,Unit 4: Problem-Solving,19,What Would I Want?,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Problem-Solving,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0060,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 2,Lesson,Unit 4: Problem-Solving,Unit 4: Problem-Solving,20,Be a Problem-Solver,Performance Task,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Problem-Solving,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0061,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 3,Lesson,Unit 1: Growth Mindset & Goal-Setting,Unit 1: Growth Mindset & Goal-Setting,1,Changing Your Brain,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Growth Mindset & Goal-Setting,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0062,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 3,Lesson,Unit 1: Growth Mindset & Goal-Setting,Unit 1: Growth Mindset & Goal-Setting,2,Getting Better with Practice,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Growth Mindset & Goal-Setting,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0063,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 3,Lesson,Unit 1: Growth Mindset & Goal-Setting,Unit 1: Growth Mindset & Goal-Setting,3,More Than Practice,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Growth Mindset & Goal-Setting,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0064,Committee for Children / Second Step,Second Step Elementary Digital,Tier 1 Universal,K-5,Grade 3,Lesson,Unit 1: Growth Mindset & Goal-Setting,Unit 1: Growth Mindset & Goal-Setting,4,Planning for Practice,Core Lesson,Classroom Teacher / Advisory Teacher,25,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Growth Mindset & Goal-Setting,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
